change_id,change_number,title,description,change_type,status,risk_level,computed_risk_score,affected_ci_id,affected_service_id,category,reason,implementation_plan,rollback_plan,test_plan,requested_by,assigned_to,approved_by,implemented_by,scheduled_start,scheduled_end,actual_start,actual_end,created_at,approved_at,closed_at,success,failure_reason,caused_incident
e2002184-c090-4f31-9e56-ddf2562428ab,CHG0000061,Security Patch: sqs-test-0130,Security Patch for sqs-test-0130. This change involves security patch activities.,standard,open,medium,0.4116,9984c89c-b90f-4763-9f8c-bf9de161242c,3630dfb9-c14d-4f28-a4f2-4de2fc2c434a,Security Patch,Required security patch to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply security patch
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Christopher Lee,Kevin Thompson,,,2026-01-16 04:41:00,2026-01-16 11:41:00,,,2026-01-05 04:41:00,,,,,false
e2e4407a-d7f1-4479-a1c8-56168268ca79,CHG0000062,Migration: k8s-node-prod-0291,Migration for k8s-node-prod-0291. This change involves migration activities.,standard,in_progress,high,0.7945,6c9a291e-f6aa-4d98-afe3-2a6a660576a0,541cbcda-42b7-490b-83b8-1e60396f364d,Migration,Required migration to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply migration
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Michael Chen,Laura Clark,Christopher Lee,David Wilson,2025-12-09 12:04:43,2025-12-09 15:04:43,2025-12-09 12:00:43,,2025-11-25 12:04:43,2025-11-27 00:04:43,,,,false
610f0902-68ae-4fbd-b1d6-827d2771f240,CHG0000063,New Deployment: s3-deve-0143,New Deployment for s3-deve-0143. This change involves new deployment activities.,standard,open,critical,0.8258,0b31c2e5-c214-4363-a48f-3d68e5615aee,,New Deployment,Required new deployment to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply new deployment
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Jessica Garcia,Christopher Lee,,,2025-11-27 03:01:19,2025-11-27 04:01:19,,,2025-11-26 03:01:19,,,,,false
da439623-7bdc-4048-ba07-ef0a473dfd1b,CHG0000064,Software Update: cloudfunction-prod-0257,Software Update for cloudfunction-prod-0257. This change involves software update activities.,normal,resolved,low,0.2614,af4c187f-3989-4bfb-933d-65a209173a7c,0b86f888-18fa-41d7-9f06-8e24157e707a,Software Update,Required software update to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply software update
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",James Brown,Michelle Robinson,Sarah Johnson,Kevin Thompson,2025-12-01 23:54:51,2025-12-02 04:54:51,2025-12-01 23:49:51,2025-12-02 04:49:51,2025-11-20 23:54:51,2025-11-23 22:54:51,2025-12-02 04:49:51,true,,false
9b5a5032-435c-4134-b249-a6a852f93899,CHG0000065,Capacity Expansion: mysql-test-0234,Capacity Expansion for mysql-test-0234. This change involves capacity expansion activities.,emergency,resolved,medium,0.3356,6248a644-c43d-43eb-8614-d8a47f11dd1b,6284d7b3-c605-4370-93f9-97ab0da34b42,Capacity Expansion,Required capacity expansion to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply capacity expansion
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Jennifer Martinez,Christopher Lee,Jennifer Martinez,Kevin Thompson,2025-12-21 12:27:36,2025-12-21 14:27:36,2025-12-21 12:50:36,2025-12-21 16:50:36,2025-12-14 12:27:36,2025-12-17 04:27:36,2025-12-21 16:50:36,true,,false
1f6f2223-b0fc-467e-8793-425a7715dbd4,CHG0000066,Software Update: nginx-deve-0297,Software Update for nginx-deve-0297. This change involves software update activities.,standard,closed,medium,0.3033,c20a31d9-6b75-4fa0-8f8a-7b433bbc9e25,ee0ab07b-68f0-4e1e-b88f-9ceeb03e83c7,Software Update,Required software update to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply software update
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",John Smith,Michelle Robinson,Sarah Johnson,Michael Chen,2025-12-14 11:57:49,2025-12-14 15:57:49,2025-12-14 11:41:49,2025-12-14 15:41:49,2025-12-05 11:57:49,2025-12-05 20:57:49,2025-12-14 15:41:49,true,,false
f7b8c38f-3c83-4d42-a917-f0cd461c0809,CHG0000067,New Deployment: Infrastructure,New Deployment for infrastructure. This change involves new deployment activities.,normal,in_progress,low,0.1131,,,New Deployment,Required new deployment to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply new deployment
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",James Brown,Amanda White,Emily Davis,Jennifer Martinez,2026-02-04 22:57:22,2026-02-04 23:57:22,2026-02-04 23:04:22,,2026-01-22 22:57:22,2026-01-25 17:57:22,,,,false
d7f9a764-7faf-41c2-8f7c-6487c1256783,CHG0000068,Maintenance Window: router-deve-0103,Maintenance Window for router-deve-0103. This change involves maintenance window activities.,emergency,resolved,medium,0.4614,8fa23238-effc-41e6-b2dc-a0c13b0b4710,1b317d1b-9bdd-4c2b-bffa-5e53d04b6c26,Maintenance Window,Required maintenance window to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply maintenance window
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Robert Taylor,Lisa Anderson,Amanda White,Robert Taylor,2026-01-01 14:42:31,2026-01-01 18:42:31,2026-01-01 14:13:31,2026-01-01 15:13:31,2025-12-26 14:42:31,2025-12-29 07:42:31,2026-01-01 15:13:31,true,,false
1e2ca0df-d905-4d7b-a2c1-1dd5f3e6383d,CHG0000069,Hardware Upgrade: redis-stag-0186,Hardware Upgrade for redis-stag-0186. This change involves hardware upgrade activities.,normal,closed,low,0.1781,eae4ce4a-9426-49a3-86f7-6998848679bd,fa8b3d62-d044-4c49-8ca7-4efaa127c730,Hardware Upgrade,Required hardware upgrade to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply hardware upgrade
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",John Smith,Jennifer Martinez,Michael Chen,Robert Taylor,2025-12-17 23:04:33,2025-12-18 01:04:33,2025-12-17 22:43:33,2025-12-17 23:43:33,2025-12-08 23:04:33,2025-12-09 12:04:33,2025-12-17 23:43:33,true,,false
60295894-a29b-4a70-8fa5-885005a37fad,CHG0000070,Optimization: cloudfunction-prod-0257,Optimization for cloudfunction-prod-0257. This change involves optimization activities.,emergency,open,critical,0.9128,af4c187f-3989-4bfb-933d-65a209173a7c,0b86f888-18fa-41d7-9f06-8e24157e707a,Optimization,Required optimization to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply optimization
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Laura Clark,Robert Taylor,,,2026-01-19 04:44:55,2026-01-19 06:44:55,,,2026-01-10 04:44:55,,,,,false
b1350dc5-79bb-43e4-af40-f2ab541fc206,CHG0000071,Security Patch: web-stag-0199,Security Patch for web-stag-0199. This change involves security patch activities.,normal,resolved,high,0.7453,30011f97-4114-48c0-983a-ac6d08de411a,dfee32ff-83a9-4f98-b35e-f6ec754fd1e6,Security Patch,Required security patch to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply security patch
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Lisa Anderson,James Brown,Laura Clark,Jessica Garcia,2026-01-22 20:55:12,2026-01-22 21:55:12,2026-01-22 20:29:12,2026-01-22 22:29:12,2026-01-10 20:55:12,2026-01-11 11:55:12,2026-01-22 22:29:12,true,,false
b9d355ac-1640-40ca-a889-105fef3361ec,CHG0000072,Migration: ceph-prod-0263,Migration for ceph-prod-0263. This change involves migration activities.,standard,closed,high,0.7207,262c0330-d03f-42d7-b663-bc28b974c10e,669a3c68-8c1e-4132-91d6-035a5d9eccd9,Migration,Required migration to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply migration
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Michael Chen,Jennifer Martinez,Laura Clark,Kevin Thompson,2025-12-26 19:32:22,2025-12-26 23:32:22,2025-12-26 19:51:22,2025-12-27 00:51:22,2025-12-23 19:32:22,2025-12-26 12:32:22,2025-12-27 00:51:22,true,,false
c3273328-fb8e-4bbe-bb0d-24a416273dc9,CHG0000073,Hardware Upgrade: appservice-deve-0019,Hardware Upgrade for appservice-deve-0019. This change involves hardware upgrade activities.,standard,closed,medium,0.4623,7cb7d7d9-1844-4003-b179-f7da16e1749d,,Hardware Upgrade,Required hardware upgrade to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply hardware upgrade
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",John Smith,Christopher Lee,Kevin Thompson,Michael Chen,2025-11-09 08:35:42,2025-11-09 09:35:42,2025-11-09 08:46:42,2025-11-09 11:46:42,2025-11-03 08:35:42,2025-11-05 11:35:42,2025-11-09 11:46:42,true,,false
6cf1b43b-3c0d-4529-a243-a23435b82fde,CHG0000074,New Deployment: cloudfunction-stag-0060,New Deployment for cloudfunction-stag-0060. This change involves new deployment activities.,standard,pending,high,0.7243,e24ecfcc-6f9f-490e-9281-595c7952c66a,5dde88a6-aa1b-4250-9502-369757c5ad99,New Deployment,Required new deployment to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply new deployment
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Emily Davis,Sarah Johnson,,,2026-01-11 05:48:22,2026-01-11 11:48:22,,,2026-01-02 05:48:22,,,,,false
89b92277-8914-48bd-afe3-2654f7bcedd7,CHG0000075,Hardware Upgrade: analytics-stag-0218,Hardware Upgrade for analytics-stag-0218. This change involves hardware upgrade activities.,normal,closed,medium,0.3348,43678587-66aa-41ec-ab2a-b9478c447b9e,eddf2c15-98d6-47b7-8dcc-5836e6fc0014,Hardware Upgrade,Required hardware upgrade to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply hardware upgrade
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Robert Taylor,Christopher Lee,Michelle Robinson,Michael Chen,2025-11-20 13:48:25,2025-11-20 16:48:25,2025-11-20 14:10:25,2025-11-20 18:10:25,2025-11-15 13:48:25,2025-11-17 02:48:25,2025-11-20 18:10:25,true,,false
a4934eda-3291-4d5b-b58e-16bd9640bb22,CHG0000076,Optimization: redis-prod-0154,Optimization for redis-prod-0154. This change involves optimization activities.,emergency,resolved,high,0.6255,6163938c-bc64-4e42-ba65-41e07480bde6,dfee32ff-83a9-4f98-b35e-f6ec754fd1e6,Optimization,Required optimization to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply optimization
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Emily Davis,Jessica Garcia,Emily Davis,Emily Davis,2025-11-11 22:11:23,2025-11-12 01:11:23,2025-11-11 22:36:23,2025-11-12 00:36:23,2025-11-05 22:11:23,2025-11-06 13:11:23,2025-11-12 00:36:23,true,,false
ffbddfb3-ed20-4d0f-8f05-880410a45bf1,CHG0000077,Maintenance Window: redis-stag-0094,Maintenance Window for redis-stag-0094. This change involves maintenance window activities.,emergency,closed,high,0.7611,05b9211d-5d09-40a8-9470-a7f98512e39b,9fee8601-d9ae-4a80-8221-605196634a7b,Maintenance Window,Required maintenance window to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply maintenance window
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Michael Chen,Amanda White,Amanda White,Emily Davis,2026-01-19 14:40:41,2026-01-19 15:40:41,2026-01-19 14:29:41,2026-01-19 19:29:41,2026-01-15 14:40:41,2026-01-17 05:40:41,2026-01-19 19:29:41,true,,false
4cab416b-88a7-4f2b-8e94-cc36ccbcb00a,CHG0000078,Software Update: reporting-stag-0216,Software Update for reporting-stag-0216. This change involves software update activities.,emergency,closed,medium,0.3744,55d8be61-f771-4a79-b854-61daaf9dc77a,669a3c68-8c1e-4132-91d6-035a5d9eccd9,Software Update,Required software update to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply software update
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",John Smith,Emily Davis,Laura Clark,Sarah Johnson,2025-12-26 21:36:12,2025-12-26 22:36:12,2025-12-26 21:10:12,2025-12-26 22:10:12,2025-12-14 21:36:12,2025-12-15 18:36:12,2025-12-26 22:10:12,true,,false
7e373ea3-e597-41e9-900b-80a75991849d,CHG0000079,New Deployment: varnish-prod-0082,New Deployment for varnish-prod-0082. This change involves new deployment activities.,normal,resolved,medium,0.5727,341e3d74-6345-4aa2-9ed5-4014c04af43a,,New Deployment,Required new deployment to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply new deployment
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Emily Davis,John Smith,Laura Clark,James Brown,2026-01-14 20:49:18,2026-01-15 02:49:18,2026-01-14 20:30:18,2026-01-15 02:30:18,2026-01-12 20:49:18,2026-01-13 21:49:18,2026-01-15 02:30:18,true,,false
731266e1-1bc5-4912-ba16-f287dcefe085,CHG0000080,New Deployment: notification-test-0209,New Deployment for notification-test-0209. This change involves new deployment activities.,normal,open,low,0.2542,0ac19ee3-e222-4517-abd9-a1813ccb8d98,1b317d1b-9bdd-4c2b-bffa-5e53d04b6c26,New Deployment,Required new deployment to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply new deployment
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Laura Clark,Jennifer Martinez,,,2026-01-17 21:45:31,2026-01-18 01:45:31,,,2026-01-07 21:45:31,,,,,false
632b88e3-9a90-419b-8eb9-7fafbccfaa7a,CHG0000081,Migration: vpn-deve-0271,Migration for vpn-deve-0271. This change involves migration activities.,standard,in_progress,medium,0.4842,a1e31fdf-95a4-4fd9-84b7-21fa2c3ad6f7,0ab6f5c5-ff64-4df7-9fb8-1a2df130551f,Migration,Required migration to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply migration
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Jennifer Martinez,Emily Davis,Michelle Robinson,Robert Taylor,2025-11-30 02:32:09,2025-11-30 09:32:09,2025-11-30 02:19:09,,2025-11-20 02:32:09,2025-11-21 18:32:09,,,,false
0d009989-d4cd-4619-88bf-25d23c1aa4d9,CHG0000082,Security Patch: activemq-test-0098,Security Patch for activemq-test-0098. This change involves security patch activities.,normal,resolved,high,0.6974,c123741a-8a28-48d1-b80c-d67773467c43,0b86f888-18fa-41d7-9f06-8e24157e707a,Security Patch,Required security patch to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply security patch
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Sarah Johnson,Jennifer Martinez,Jennifer Martinez,Sarah Johnson,2026-02-08 16:28:30,2026-02-08 19:28:30,2026-02-08 16:40:30,2026-02-08 18:40:30,2026-01-29 16:28:30,2026-01-30 11:28:30,2026-02-08 18:40:30,true,,false
c82f835b-6549-48df-9d0f-a4619bd0c603,CHG0000083,Configuration Change: Infrastructure,Configuration Change for infrastructure. This change involves configuration change activities.,normal,closed,medium,0.3212,,,Configuration Change,Required configuration change to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply configuration change
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",James Brown,Kevin Thompson,David Wilson,David Wilson,2025-11-18 08:43:38,2025-11-18 12:43:38,2025-11-18 09:06:38,2025-11-18 15:06:38,2025-11-17 08:43:38,2025-11-18 02:43:38,2025-11-18 15:06:38,false,Unexpected system behavior during change implementation,true
019d97d6-11a0-41b5-9ee4-fa58585939ab,CHG0000084,Maintenance Window: efs-prod-0211,Maintenance Window for efs-prod-0211. This change involves maintenance window activities.,normal,closed,medium,0.403,c75e94a9-f9d0-4204-a6dc-7224cc52d1a9,eddf2c15-98d6-47b7-8dcc-5836e6fc0014,Maintenance Window,Required maintenance window to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply maintenance window
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Jennifer Martinez,Laura Clark,Laura Clark,Robert Taylor,2026-01-15 21:49:21,2026-01-16 01:49:21,2026-01-15 21:32:21,2026-01-16 01:32:21,2026-01-07 21:49:21,2026-01-08 19:49:21,2026-01-16 01:32:21,true,,false
f60864a0-6afd-433e-8502-c70fac71495f,CHG0000085,Migration: s3-prod-0032,Migration for s3-prod-0032. This change involves migration activities.,normal,in_progress,high,0.7251,f303daa9-7e8b-4613-ba94-4914a48a7d31,f9c1269b-0495-436f-b7f9-ba6e77ec6bda,Migration,Required migration to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply migration
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Emily Davis,Amanda White,David Wilson,Amanda White,2025-11-19 04:30:36,2025-11-19 09:30:36,2025-11-19 04:26:36,,2025-11-10 04:30:36,2025-11-11 10:30:36,,,,false
3e09c7f6-0439-4ca9-b913-cb29d2d7fd9d,CHG0000086,Software Update: ecs-instance-prod-0272,Software Update for ecs-instance-prod-0272. This change involves software update activities.,standard,resolved,medium,0.3022,302f9205-eb2b-4f84-b7aa-cd3a408ba887,eab1fa5b-ffa4-4067-bcce-6ce998814034,Software Update,Required software update to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply software update
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Laura Clark,Daniel Harris,Robert Taylor,Lisa Anderson,2026-01-05 00:28:20,2026-01-05 04:28:20,2026-01-05 00:10:20,2026-01-05 06:10:20,2025-12-31 00:28:20,2026-01-02 13:28:20,2026-01-05 06:10:20,true,,false
81452ac9-1bf4-428a-866c-2dfce6272d30,CHG0000087,Configuration Change: alb-stag-0121,Configuration Change for alb-stag-0121. This change involves configuration change activities.,normal,resolved,high,0.6162,1ac5c77a-1ecd-4c79-9153-48bfb8fe9d1e,ee0ab07b-68f0-4e1e-b88f-9ceeb03e83c7,Configuration Change,Required configuration change to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply configuration change
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Robert Taylor,Emily Davis,Robert Taylor,Amanda White,2025-12-30 19:46:36,2025-12-30 22:46:36,2025-12-30 19:33:36,2025-12-31 01:33:36,2025-12-21 19:46:36,2025-12-22 13:46:36,2025-12-31 01:33:36,true,,false
80e35b9d-ed0f-459d-b4e7-d9c64d055ca5,CHG0000088,Rollback: Infrastructure,Rollback for infrastructure. This change involves rollback activities.,normal,pending,low,0.1857,,,Rollback,Required rollback to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply rollback
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Lisa Anderson,Laura Clark,,,2025-12-21 20:59:11,2025-12-22 00:59:11,,,2025-12-08 20:59:11,,,,,false
c933719d-ff5b-4471-b9ab-dd688bd69d2b,CHG0000089,Software Update: haproxy-test-0284,Software Update for haproxy-test-0284. This change involves software update activities.,emergency,pending,high,0.7858,96d5f99f-d863-428d-9ac9-18bd6eca6450,3fa0669e-f615-46f6-a5a6-1bce70f24056,Software Update,Required software update to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply software update
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Lisa Anderson,Emily Davis,,,2025-12-23 11:51:39,2025-12-23 15:51:39,,,2025-12-15 11:51:39,,,,,false
8c705257-2bfc-4423-bf7e-0a9fe02f425c,CHG0000090,Migration: ceph-prod-0140,Migration for ceph-prod-0140. This change involves migration activities.,normal,closed,medium,0.569,adf01df8-f06f-449c-985e-9e4d5c4ae820,6284d7b3-c605-4370-93f9-97ab0da34b42,Migration,Required migration to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply migration
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Jennifer Martinez,Christopher Lee,Sarah Johnson,Christopher Lee,2026-02-02 02:26:32,2026-02-02 08:26:32,2026-02-02 02:20:32,2026-02-02 06:20:32,2026-01-22 02:26:32,2026-01-22 18:26:32,2026-02-02 06:20:32,true,,false
9fb81809-d655-4655-b118-25e4bbf191a7,CHG0000091,New Deployment: blob-prod-0117,New Deployment for blob-prod-0117. This change involves new deployment activities.,standard,closed,medium,0.4447,db0b339c-5280-4b30-a50f-fbbe101b1e7c,,New Deployment,Required new deployment to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply new deployment
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Sarah Johnson,James Brown,Kevin Thompson,Michelle Robinson,2026-01-24 12:24:21,2026-01-24 14:24:21,2026-01-24 12:30:21,2026-01-24 14:30:21,2026-01-12 12:24:21,2026-01-13 05:24:21,2026-01-24 14:30:21,true,,false
39f65099-1085-4c7e-8d31-95efe7517ac3,CHG0000092,Security Patch: postgres-deve-0281,Security Patch for postgres-deve-0281. This change involves security patch activities.,normal,closed,medium,0.453,fa29e6eb-2a30-4468-a7d2-98fb9f86cc1f,eddf2c15-98d6-47b7-8dcc-5836e6fc0014,Security Patch,Required security patch to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply security patch
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Michelle Robinson,Emily Davis,Robert Taylor,Kevin Thompson,2025-12-01 19:50:39,2025-12-01 23:50:39,2025-12-01 19:43:39,2025-12-01 20:43:39,2025-11-19 19:50:39,2025-11-21 02:50:39,2025-12-01 20:43:39,false,Unexpected system behavior during change implementation,true
72b11283-6347-4716-944b-fde261c54c9e,CHG0000093,Hardware Upgrade: lambda-prod-0048,Hardware Upgrade for lambda-prod-0048. This change involves hardware upgrade activities.,emergency,pending,critical,0.9443,0f72061d-a0d6-4e10-ba46-cbaedc365247,a5f8b430-fb1f-4c8b-b042-5fe74b8fada9,Hardware Upgrade,Required hardware upgrade to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply hardware upgrade
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Sarah Johnson,Laura Clark,,,2026-01-30 07:21:19,2026-01-30 11:21:19,,,2026-01-18 07:21:19,,,,,false
0d77f90f-86c5-4a41-95db-bc8b2af8049a,CHG0000094,Software Update: Infrastructure,Software Update for infrastructure. This change involves software update activities.,normal,resolved,medium,0.4916,,,Software Update,Required software update to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply software update
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Robert Taylor,John Smith,Michelle Robinson,Jessica Garcia,2025-12-06 02:48:04,2025-12-06 04:48:04,2025-12-06 02:50:04,2025-12-06 07:50:04,2025-11-30 02:48:04,2025-11-30 17:48:04,2025-12-06 07:50:04,true,,false
ba2a5e8a-88b6-4257-bcb6-cf9c1f48f0bd,CHG0000095,New Deployment: rabbitmq-prod-0014,New Deployment for rabbitmq-prod-0014. This change involves new deployment activities.,emergency,closed,critical,0.8911,1c04e7eb-f642-447d-af1b-4695f68b5815,,New Deployment,Required new deployment to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply new deployment
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Sarah Johnson,Lisa Anderson,James Brown,James Brown,2026-01-23 08:37:22,2026-01-23 13:37:22,2026-01-23 08:18:22,2026-01-23 10:18:22,2026-01-22 08:37:22,2026-01-23 12:37:22,2026-01-23 10:18:22,true,,false
f436d92a-48ca-462e-afbc-422016bb93c4,CHG0000096,Software Update: app-test-0116,Software Update for app-test-0116. This change involves software update activities.,standard,in_progress,medium,0.5949,2a8cb3d9-3bc6-4761-93c3-06c64e79f707,,Software Update,Required software update to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply software update
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Amanda White,Michelle Robinson,David Wilson,Michael Chen,2025-11-18 16:05:58,2025-11-18 20:05:58,2025-11-18 16:15:58,,2025-11-06 16:05:58,2025-11-08 18:05:58,,,,false
3352e84b-bbcc-47a7-b66d-e07606c3109c,CHG0000097,Migration: lambda-test-0192,Migration for lambda-test-0192. This change involves migration activities.,normal,open,low,0.1281,9afb888c-a5ad-411b-be47-dae081d205ff,3630dfb9-c14d-4f28-a4f2-4de2fc2c434a,Migration,Required migration to improve system stability and performance,"1. Pre-checks
2. Backup current state
3. Apply migration
4. Verify
5. Rollback if needed","1. Stop change
2. Restore from backup
3. Verify service restoration
4. Notify stakeholders","1. Functional testing
2. Performance validation
3. Integration check",Lisa Anderson,James Brown,,,2025-11-27 03:06:44,2025-11-27 05:06:44,,,2025-11-25 03:06:44,,,,,false
