ci_id,ci_name,ci_type,service_id,description,environment,status,version,ip_address,hostname,operating_system,cpu_cores,memory_gb,storage_gb,cloud_provider,cloud_region,cost_per_month,health_status,last_health_check,created_at,updated_at
749caa4a-d1f6-4712-8fc7-5b422a2a4e35,memcached-prod-0080,cache,9e0f8d3a-b07a-4be3-8cea-977f89543359,Cache for memcached workload,production,open,6.0,10.187.203.81,memcached-prod-0080.internal.example.com,,9,72,440,AWS,us-west-2,278.0,healthy,2026-01-31 11:32:28,2025-03-12 08:42:13,2025-03-19 08:42:13
80944ccf-f3dc-423d-a15f-97dcf0fe291a,proxy-prod-0081,server,7fa559bc-2833-4dcf-ac5b-1e2401d09160,Server for proxy workload,production,open,Amazon Linux 2,10.37.231.45,proxy-prod-0081.internal.example.com,Windows Server 2022,26,65,539,On-Premise,dc-east,310.73,unhealthy,2026-01-31 10:56:28,2025-10-09 19:05:45,2025-11-21 19:05:45
341e3d74-6345-4aa2-9ed5-4014c04af43a,varnish-prod-0082,cache,,Cache for varnish workload,production,open,6.0,10.114.62.253,varnish-prod-0082.internal.example.com,,6,107,413,AWS,eu-west-1,315.3,healthy,2026-01-31 11:39:28,2025-12-23 18:08:46,2026-01-07 18:08:46
36cb5c1b-de9b-4fc1-a97c-180475538a7f,s3-prod-0083,storage,,Storage for s3 workload,production,open,1.0,10.245.210.197,s3-prod-0083.internal.example.com,,6,12,41104,GCP,asia-east1,3774.96,healthy,2026-01-31 11:11:28,2025-03-16 14:12:05,2025-03-20 14:12:05
22396410-1036-47d7-8867-30d3ce4dc70e,inventory-deve-0084,application,9e0f8d3a-b07a-4be3-8cea-977f89543359,Application for inventory workload,development,open,1.0,10.66.221.129,inventory-deve-0084.internal.example.com,,4,60,474,On-Premise,dc-asia,145.18,degraded,2026-01-31 11:44:28,2025-11-10 11:06:07,2026-01-02 11:06:07
d5d770a3-c85f-4af3-9210-a422df9135be,elasticsearch-prod-0085,database,0b86f888-18fa-41d7-9f06-8e24157e707a,Database for elasticsearch workload,production,open,8.0,10.140.64.161,elasticsearch-prod-0085.internal.example.com,,22,209,9001,Azure,westus2,1461.19,healthy,2026-01-31 11:13:28,2025-06-25 14:40:44,2025-06-30 14:40:44
dcf0d9b8-b04f-4e79-bd24-a476dda48f5d,ecs-instance-prod-0086,container,8187278d-5d57-4ddc-9876-8c1f5b01debf,Container for ecs-instance workload,production,open,1.28,10.14.41.12,ecs-instance-prod-0086.internal.example.com,,46,118,1925,Azure,westus2,844.07,degraded,2026-01-31 10:58:28,2025-11-15 13:18:27,2025-12-21 13:18:27
bb88d143-268d-4d11-aca7-4e961b2e1343,nlb-deve-0087,load_balancer,9fee8601-d9ae-4a80-8221-605196634a7b,Load Balancer for nlb workload,development,open,1.0,10.207.152.117,nlb-deve-0087.internal.example.com,,12,26,127,On-Premise,dc-east,129.29,healthy,2026-01-31 11:44:28,2025-10-05 20:43:24,2025-10-15 20:43:24
587e6082-6f52-46aa-9362-188335e0ee2f,blob-stag-0088,storage,e62f6318-4753-4bd5-8bd7-54a1f6528b9b,Storage for blob workload,staging,open,1.0,10.189.54.82,blob-stag-0088.internal.example.com,,8,30,21926,Azure,westeurope,2215.97,healthy,2026-01-31 11:40:28,2025-07-27 02:19:28,2025-08-13 02:19:28
4eed41d6-2d62-47e7-8769-1e2c5bc92adc,nfs-prod-0089,storage,,Storage for nfs workload,production,open,1.0,10.160.97.196,nfs-prod-0089.internal.example.com,,8,27,28402,AWS,eu-west-1,2974.2,healthy,2026-01-31 11:15:28,2025-06-07 17:37:20,2025-07-06 17:37:20
2f284e96-d619-41df-bda1-ac64efa78b75,efs-stag-0090,storage,5dde88a6-aa1b-4250-9502-369757c5ad99,Storage for efs workload,staging,open,1.0,10.240.146.138,efs-stag-0090.internal.example.com,,3,26,24127,AWS,ap-southeast-1,2494.7,healthy,2026-01-31 11:41:28,2025-02-24 13:38:52,2025-03-23 13:38:52
a4ed7edb-cee2-4c26-9e55-02f31aac1ad3,inventory-deve-0091,application,0ab6f5c5-ff64-4df7-9fb8-1a2df130551f,Application for inventory workload,development,open,1.0,10.197.230.196,inventory-deve-0091.internal.example.com,,11,39,149,On-Premise,dc-eu,142.03,healthy,2026-01-31 10:55:28,2025-08-05 07:57:00,2025-09-13 07:57:00
5c22fe08-8d57-49a9-a527-37e9385133e3,lambda-prod-0092,cloud_service,e62f6318-4753-4bd5-8bd7-54a1f6528b9b,Cloud Service for lambda workload,production,open,1.0,10.20.23.10,lambda-prod-0092.internal.example.com,,3,5,35,AWS,ap-southeast-1,43.5,healthy,2026-01-31 11:26:28,2025-12-06 06:20:39,2026-01-26 06:20:39
ebcf4a2e-867d-411b-bb85-20eaca678a82,ceph-stag-0093,storage,,Storage for ceph workload,staging,open,1.0,10.250.153.122,ceph-stag-0093.internal.example.com,,4,13,26752,Azure,westeurope,2604.14,healthy,2026-01-31 11:24:28,2025-12-12 22:42:09,2026-01-02 22:42:09
05b9211d-5d09-40a8-9470-a7f98512e39b,redis-stag-0094,database,9fee8601-d9ae-4a80-8221-605196634a7b,Database for redis workload,staging,open,8.0,10.245.87.135,redis-stag-0094.internal.example.com,,58,429,9977,AWS,ap-southeast-1,2435.7,healthy,2026-01-31 11:08:28,2025-11-22 20:05:32,2026-01-10 20:05:32
af0d10e5-5be0-45de-acf7-4358b342db75,kafka-test-0095,message_queue,0b86f888-18fa-41d7-9f06-8e24157e707a,Message Queue for kafka workload,testing,open,3.11,10.211.104.106,kafka-test-0095.internal.example.com,,5,20,119,Azure,eastus,96.81,healthy,2026-01-31 11:08:28,2025-09-13 23:13:44,2025-11-10 23:13:44
b905cdb4-7dc5-444d-9a69-047d0ee27d6b,s3-deve-0096,storage,,Storage for s3 workload,development,open,1.0,10.175.181.174,s3-deve-0096.internal.example.com,,5,24,25695,Azure,westeurope,2534.12,healthy,2026-01-31 11:01:28,2025-07-10 18:06:47,2025-08-22 18:06:47
1ae43366-a924-4d2d-837e-e481f1b002b7,f5-stag-0097,load_balancer,5dde88a6-aa1b-4250-9502-369757c5ad99,Load Balancer for f5 workload,staging,open,1.0,10.178.140.74,f5-stag-0097.internal.example.com,,8,57,123,Azure,westeurope,195.99,healthy,2026-01-31 11:04:28,2025-05-18 05:36:42,2025-06-21 05:36:42
c123741a-8a28-48d1-b80c-d67773467c43,activemq-test-0098,message_queue,0b86f888-18fa-41d7-9f06-8e24157e707a,Message Queue for activemq workload,testing,open,3.11,10.109.103.212,activemq-test-0098.internal.example.com,,5,30,552,Azure,westeurope,156.94,healthy,2026-01-31 10:48:28,2026-01-01 21:08:40,2026-02-05 21:08:40
fe658f06-e702-42be-99cb-ac6afde76e99,nlb-prod-0099,load_balancer,eab1fa5b-ffa4-4067-bcce-6ce998814034,Load Balancer for nlb workload,production,open,1.0,10.241.51.175,nlb-prod-0099.internal.example.com,,12,22,109,Azure,westus2,166.16,healthy,2026-01-31 11:47:28,2025-02-26 15:27:21,2025-04-02 15:27:21
9a0c4139-b430-4d25-bc28-f29889ea9666,notification-deve-0100,application,c5bcb10b-185b-4c44-a597-6ced6cba68fe,Application for notification workload,development,in_progress,1.0,10.45.118.137,notification-deve-0100.internal.example.com,,6,24,196,On-Premise,dc-asia,89.32,healthy,2026-01-31 10:53:28,2025-12-27 13:57:42,2026-02-24 13:57:42
55e6ee5c-7cdb-4d54-986a-643aa9c06e7d,app-stag-0101,server,,Server for app workload,staging,open,RHEL 8,10.54.171.73,app-stag-0101.internal.example.com,Windows Server 2022,16,108,1114,Azure,eastus,463.03,unhealthy,2026-01-31 11:13:28,2025-06-28 13:10:18,2025-07-31 13:10:18
f8da0214-5659-4045-98d0-8824c856901e,nfs-test-0102,storage,ee0ab07b-68f0-4e1e-b88f-9ceeb03e83c7,Storage for nfs workload,testing,open,1.0,10.95.7.189,nfs-test-0102.internal.example.com,,4,13,48914,On-Premise,dc-eu,3470.18,healthy,2026-01-31 11:29:28,2025-09-23 11:24:40,2025-10-29 11:24:40
8fa23238-effc-41e6-b2dc-a0c13b0b4710,router-deve-0103,network,1b317d1b-9bdd-4c2b-bffa-5e53d04b6c26,Network for router workload,development,open,1.0,10.127.3.67,router-deve-0103.internal.example.com,,5,25,74,On-Premise,dc-asia,75.18,healthy,2026-01-31 11:19:28,2025-05-05 16:55:38,2025-06-22 16:55:38
d2e856c3-c358-4573-80a6-0d47819ad853,haproxy-prod-0104,load_balancer,0b86f888-18fa-41d7-9f06-8e24157e707a,Load Balancer for haproxy workload,production,open,1.0,10.159.60.164,haproxy-prod-0104.internal.example.com,,7,11,80,AWS,eu-west-1,100.0,degraded,2026-01-31 11:29:28,2025-09-26 22:58:41,2025-10-19 22:58:41
a32029af-a989-488c-8538-87cb4c5b3f9d,lambda-prod-0105,cloud_service,8187278d-5d57-4ddc-9876-8c1f5b01debf,Cloud Service for lambda workload,production,open,1.0,10.111.126.175,lambda-prod-0105.internal.example.com,,3,14,99,Azure,southeastasia,64.5,healthy,2026-01-31 10:52:28,2025-11-09 04:57:00,2025-12-29 04:57:00
e941457f-cc1f-402f-9214-49513aec3cb9,elasticsearch-stag-0106,database,,Database for elasticsearch workload,staging,open,8.0,10.76.84.84,elasticsearch-stag-0106.internal.example.com,,15,63,9472,GCP,us-central1,1100.88,degraded,2026-01-31 11:19:28,2025-10-16 19:10:05,2025-10-23 19:10:05
3e132c19-d427-4725-b3ce-960f8f7356d5,dns-stag-0107,network,ad376f29-742f-47ef-8cc6-6deccdeaa394,Network for dns workload,staging,open,1.0,10.157.11.102,dns-stag-0107.internal.example.com,,5,18,194,On-Premise,dc-east,73.78,healthy,2026-01-31 11:47:28,2025-03-02 08:09:10,2025-04-18 08:09:10
4491fd19-7667-476a-9849-283cff114acb,dns-prod-0108,network,eddf2c15-98d6-47b7-8dcc-5836e6fc0014,Network for dns workload,production,open,1.0,10.92.69.197,dns-prod-0108.internal.example.com,,2,32,67,On-Premise,dc-eu,63.49,healthy,2026-01-31 11:01:28,2025-09-29 12:57:47,2025-11-09 12:57:47
b7cf1f58-a41d-4bb8-b6f2-bf71a28e2b0f,sqs-dr-0109,message_queue,,Message Queue for sqs workload,dr,open,3.11,10.178.60.46,sqs-dr-0109.internal.example.com,,10,32,182,On-Premise,dc-asia,127.54,unhealthy,2026-01-31 11:22:28,2025-11-03 16:38:59,2025-12-06 16:38:59
f3d0f0ce-6c97-4ce1-aa41-c4ac1a25b6c7,reporting-dr-0110,application,,Application for reporting workload,dr,open,1.0,10.117.126.118,reporting-dr-0110.internal.example.com,,9,47,418,AWS,us-east-1,225.8,healthy,2026-01-31 11:30:28,2025-11-06 03:14:59,2025-11-18 03:14:59
9b9e4b36-1f4c-4067-8085-dce4167dbafe,mysql-test-0111,database,1b317d1b-9bdd-4c2b-bffa-5e53d04b6c26,Database for mysql workload,testing,open,8.0,10.24.125.190,mysql-test-0111.internal.example.com,,14,336,1050,On-Premise,dc-east,641.9,healthy,2026-01-31 11:19:28,2025-09-17 09:34:20,2025-10-01 09:34:20
50133837-0d53-423c-adc3-3525fc0fb685,k8s-node-deve-0112,container,3fa0669e-f615-46f6-a5a6-1bce70f24056,Container for k8s-node workload,development,open,1.28,10.164.121.78,k8s-node-deve-0112.internal.example.com,,22,240,1698,AWS,us-west-2,869.8,degraded,2026-01-31 11:05:28,2025-11-21 23:25:07,2025-12-24 23:25:07
821d2685-c5c3-4885-aed5-764fb5c1aeaa,vpn-prod-0113,network,3630dfb9-c14d-4f28-a4f2-4de2fc2c434a,Network for vpn workload,production,open,1.0,10.163.213.105,vpn-prod-0113.internal.example.com,,6,19,62,AWS,us-west-2,104.2,healthy,2026-01-31 11:23:28,2025-07-27 11:13:48,2025-08-07 11:13:48
ad594abc-a87d-45d4-863e-5478c3ac38d5,docker-host-prod-0114,container,,Container for docker-host workload,production,open,1.28,10.213.68.100,docker-host-prod-0114.internal.example.com,,17,238,1148,Azure,westeurope,722.76,healthy,2026-01-31 11:34:28,2025-03-02 08:17:01,2025-03-23 08:17:01
fcb3133e-7dc2-4337-8ab0-479a3df85769,redis-test-0115,database,8e1c81ff-9d7e-446d-849f-8ac123da8bef,Database for redis workload,testing,open,8.0,10.111.245.54,redis-test-0115.internal.example.com,,51,341,1147,AWS,us-west-2,1306.7,degraded,2026-01-31 11:26:28,2025-03-09 18:39:30,2025-03-28 18:39:30
2a8cb3d9-3bc6-4761-93c3-06c64e79f707,app-test-0116,server,,Server for app workload,testing,open,RHEL 8,10.144.194.120,app-test-0116.internal.example.com,Amazon Linux 2,26,85,1541,AWS,ap-southeast-1,584.1,healthy,2026-01-31 11:24:28,2025-08-22 20:31:17,2025-09-23 20:31:17
db0b339c-5280-4b30-a50f-fbbe101b1e7c,blob-prod-0117,storage,,Storage for blob workload,production,in_progress,1.0,10.74.8.67,blob-prod-0117.internal.example.com,,4,18,28127,On-Premise,dc-eu,2022.09,healthy,2026-01-31 11:10:28,2025-02-24 08:17:19,2025-04-02 08:17:19
2914ee21-f270-4813-a80a-6b81cc596da4,sqs-prod-0118,message_queue,f24639db-705d-4ac1-a0be-3de9c28ea784,Message Queue for sqs workload,production,open,3.11,10.250.251.118,sqs-prod-0118.internal.example.com,,7,39,663,GCP,us-east1,192.87,healthy,2026-01-31 10:57:28,2026-01-02 00:05:53,2026-01-24 00:05:53
81199b18-9e70-4cb1-9c73-46f498479de1,payment-deve-0119,application,,Application for payment workload,development,open,1.0,10.38.24.196,payment-deve-0119.internal.example.com,,10,45,80,On-Premise,dc-west,138.6,healthy,2026-01-31 11:39:28,2025-10-26 13:02:21,2025-12-18 13:02:21
22b9e7be-27e5-4876-bd88-0e2bf981437d,firewall-deve-0120,network,9e0f8d3a-b07a-4be3-8cea-977f89543359,Network for firewall workload,development,open,1.0,10.210.6.5,firewall-deve-0120.internal.example.com,,2,23,173,AWS,us-west-2,83.3,healthy,2026-01-31 11:30:28,2025-10-07 12:22:49,2025-11-10 12:22:49
1ac5c77a-1ecd-4c79-9153-48bfb8fe9d1e,alb-stag-0121,load_balancer,ee0ab07b-68f0-4e1e-b88f-9ceeb03e83c7,Load Balancer for alb workload,staging,open,1.0,10.181.136.204,alb-stag-0121.internal.example.com,,12,17,111,On-Premise,dc-west,115.57,healthy,2026-01-31 11:24:28,2025-05-10 10:22:23,2025-06-04 10:22:23
f543f0e2-366c-4154-b705-073db0aee5db,ceph-prod-0122,storage,80527c4d-716a-4966-9c08-859ddc506570,Storage for ceph workload,production,open,1.0,10.193.243.15,ceph-prod-0122.internal.example.com,,2,28,43591,Azure,westeurope,4213.35,healthy,2026-01-31 11:03:28,2025-02-16 15:12:43,2025-02-26 15:12:43
de0c9da1-95bc-48c7-9f72-7c86590ac0eb,redis-test-0123,database,,Database for redis workload,testing,open,8.0,10.38.143.231,redis-test-0123.internal.example.com,,10,149,3963,GCP,us-central1,714.87,healthy,2026-01-31 11:05:28,2025-11-18 05:07:12,2025-11-20 05:07:12
562e6177-63d7-4939-a7d4-8429f3e87fcd,inventory-prod-0124,application,0b86f888-18fa-41d7-9f06-8e24157e707a,Application for inventory workload,production,open,1.0,10.199.169.99,inventory-prod-0124.internal.example.com,,15,29,89,Azure,westus2,206.06,healthy,2026-01-31 11:39:28,2025-07-03 17:43:20,2025-08-22 17:43:20
79af56a6-fbc7-4166-bdee-e0b103f1bd95,elasticsearch-deve-0125,database,5dde88a6-aa1b-4250-9502-369757c5ad99,Database for elasticsearch workload,development,closed,8.0,10.203.167.8,elasticsearch-deve-0125.internal.example.com,,61,70,6080,GCP,us-central1,1222.2,healthy,2026-01-31 10:57:28,2025-12-07 10:09:28,2026-01-04 10:09:28
226eb2c0-965c-41ff-89cb-f2ebde4dcd23,nfs-prod-0126,storage,b9fe9953-0346-455c-94a1-c5a172a6e7b4,Storage for nfs workload,production,open,1.0,10.37.42.69,nfs-prod-0126.internal.example.com,,7,20,6616,On-Premise,dc-asia,540.12,healthy,2026-01-31 11:02:28,2025-12-13 22:33:43,2026-02-01 22:33:43
a77a6d57-c76c-4270-8aa5-ff9fe930e999,reporting-prod-0127,application,3fa0669e-f615-46f6-a5a6-1bce70f24056,Application for reporting workload,production,open,1.0,10.95.220.115,reporting-prod-0127.internal.example.com,,9,27,439,GCP,us-central1,169.11,healthy,2026-01-31 11:15:28,2025-06-18 15:31:47,2025-07-14 15:31:47
ca74401b-710b-4f84-941f-6fdbc647f0d9,mysql-prod-0128,database,,Database for mysql workload,production,open,8.0,10.124.86.176,mysql-prod-0128.internal.example.com,,8,181,7279,AWS,eu-west-1,1169.9,healthy,2026-01-31 11:39:28,2025-08-17 14:53:29,2025-09-03 14:53:29
51433cfe-b9a1-4192-8f3b-029eae9e262a,haproxy-stag-0129,load_balancer,3630dfb9-c14d-4f28-a4f2-4de2fc2c434a,Load Balancer for haproxy workload,staging,in_progress,1.0,10.253.100.118,haproxy-stag-0129.internal.example.com,,8,38,69,AWS,us-west-2,162.9,healthy,2026-01-31 11:28:28,2025-08-03 20:58:18,2025-08-03 20:58:18
9984c89c-b90f-4763-9f8c-bf9de161242c,sqs-test-0130,message_queue,3630dfb9-c14d-4f28-a4f2-4de2fc2c434a,Message Queue for sqs workload,testing,open,3.11,10.102.245.81,sqs-test-0130.internal.example.com,,14,46,239,On-Premise,dc-eu,179.13,healthy,2026-01-31 11:22:28,2025-07-03 23:28:58,2025-07-23 23:28:58
3c7d83fc-c09b-4895-bd62-52cd27aae199,nginx-dr-0131,load_balancer,f24639db-705d-4ac1-a0be-3de9c28ea784,Load Balancer for nginx workload,dr,open,1.0,10.92.13.244,nginx-dr-0131.internal.example.com,,16,33,143,Azure,westeurope,228.28,healthy,2026-01-31 11:02:28,2025-03-31 08:20:13,2025-04-13 08:20:13
ec69f0fe-62e7-4278-81a0-9c0dddfafaf6,efs-test-0132,storage,541cbcda-42b7-490b-83b8-1e60396f364d,Storage for efs workload,testing,open,1.0,10.216.193.19,efs-test-0132.internal.example.com,,7,17,16861,AWS,ap-southeast-1,1790.1,healthy,2026-01-31 11:09:28,2025-06-10 11:47:20,2025-07-10 11:47:20
16136614-e26d-4045-92e5-9161e3b6a0c0,cloudfunction-stag-0133,cloud_service,9e0f8d3a-b07a-4be3-8cea-977f89543359,Cloud Service for cloudfunction workload,staging,open,1.0,10.22.204.248,cloudfunction-stag-0133.internal.example.com,,1,4,41,On-Premise,dc-east,15.47,healthy,2026-01-31 10:57:28,2025-07-31 17:51:50,2025-08-27 17:51:50
92691dcf-7185-4abf-91db-1ea46dd88e54,mysql-prod-0134,database,8e1c81ff-9d7e-446d-849f-8ac123da8bef,Database for mysql workload,production,closed,8.0,10.247.53.76,mysql-prod-0134.internal.example.com,,37,427,8699,Azure,westus2,1989.2,healthy,2026-01-31 11:42:28,2025-04-19 00:22:03,2025-04-26 00:22:03
86c844a0-5057-4c71-b389-f1886d1d60b0,inventory-prod-0135,application,9e0f8d3a-b07a-4be3-8cea-977f89543359,Application for inventory workload,production,open,1.0,10.22.58.6,inventory-prod-0135.internal.example.com,,9,10,274,On-Premise,dc-west,96.18,healthy,2026-01-31 11:06:28,2025-09-19 23:25:08,2025-09-25 23:25:08
daea5281-7245-4dbf-96fd-549047824b30,reporting-prod-0136,application,3630dfb9-c14d-4f28-a4f2-4de2fc2c434a,Application for reporting workload,production,open,1.0,10.221.202.8,reporting-prod-0136.internal.example.com,,9,18,458,Azure,westus2,163.21,healthy,2026-01-31 10:51:28,2025-08-27 10:44:11,2025-09-08 10:44:11
66705449-ac2f-4277-ba4b-f06cd7a0115f,ceph-stag-0137,storage,c5bcb10b-185b-4c44-a597-6ced6cba68fe,Storage for ceph workload,staging,open,1.0,10.166.100.118,ceph-stag-0137.internal.example.com,,7,10,38837,AWS,us-west-2,3973.7,healthy,2026-01-31 11:05:28,2025-03-25 07:21:19,2025-05-19 07:21:19
fecfed46-06bf-4df6-b042-1f57cd2b4490,ceph-dr-0138,storage,b9fe9953-0346-455c-94a1-c5a172a6e7b4,Storage for ceph workload,dr,open,1.0,10.152.43.173,ceph-dr-0138.internal.example.com,,2,19,24067,GCP,asia-east1,2218.23,healthy,2026-01-31 11:40:28,2025-09-23 10:17:06,2025-10-08 10:17:06
f237a3e1-b381-4e50-b82d-03060674d7a7,alb-prod-0139,load_balancer,541cbcda-42b7-490b-83b8-1e60396f364d,Load Balancer for alb workload,production,open,1.0,10.88.85.126,alb-prod-0139.internal.example.com,,13,32,158,Azure,southeastasia,199.31,healthy,2026-01-31 11:36:28,2025-05-07 05:31:36,2025-05-27 05:31:36
adf01df8-f06f-449c-985e-9e4d5c4ae820,ceph-prod-0140,storage,6284d7b3-c605-4370-93f9-97ab0da34b42,Storage for ceph workload,production,open,1.0,10.251.212.182,ceph-prod-0140.internal.example.com,,8,20,37803,GCP,us-central1,3510.27,healthy,2026-01-31 11:16:28,2025-10-17 11:35:07,2025-10-27 11:35:07
a3581c5c-c597-4977-a4d2-b5c789f129b0,elasticsearch-prod-0141,database,5dde88a6-aa1b-4250-9502-369757c5ad99,Database for elasticsearch workload,production,open,8.0,10.253.57.147,elasticsearch-prod-0141.internal.example.com,,42,179,3255,Azure,westeurope,1048.33,healthy,2026-01-31 10:58:28,2025-09-23 08:24:08,2025-10-27 08:24:08
f965c2fd-a259-46b6-be63-8ae76bfa119f,varnish-test-0142,cache,3630dfb9-c14d-4f28-a4f2-4de2fc2c434a,Cache for varnish workload,testing,open,6.0,10.16.230.68,varnish-test-0142.internal.example.com,,5,110,474,AWS,ap-southeast-1,317.4,healthy,2026-01-31 10:55:28,2025-12-31 20:49:12,2026-01-05 20:49:12
0b31c2e5-c214-4363-a48f-3d68e5615aee,s3-deve-0143,storage,,Storage for s3 workload,development,open,1.0,10.71.105.209,s3-deve-0143.internal.example.com,,6,30,23978,Azure,westus2,2391.91,healthy,2026-01-31 11:44:28,2025-12-10 10:50:46,2026-01-15 10:50:46
8ea488ce-98b4-484e-a583-2f435a9e805a,varnish-prod-0144,cache,,Cache for varnish workload,production,closed,6.0,10.48.69.247,varnish-prod-0144.internal.example.com,,8,53,343,Azure,westeurope,209.28,healthy,2026-01-31 11:21:28,2025-06-17 06:32:13,2025-08-14 06:32:13
229c28c0-a0ba-47c7-81bb-999769580c0f,api-test-0145,server,0b86f888-18fa-41d7-9f06-8e24157e707a,Server for api workload,testing,open,Windows Server 2022,10.137.212.97,api-test-0145.internal.example.com,Windows Server 2022,14,114,606,Azure,westus2,407.17,healthy,2026-01-31 10:57:28,2025-10-08 16:59:02,2025-12-03 16:59:02
5b789c9e-db0c-405f-b686-5fe0e7771dc9,redis-stag-0146,database,9c1bf4ca-cf8a-451e-a0a4-3af8f7f10f65,Database for redis workload,staging,open,8.0,10.183.32.204,redis-stag-0146.internal.example.com,,28,329,540,GCP,europe-west1,892.8,healthy,2026-01-31 11:34:28,2025-03-20 04:29:57,2025-04-16 04:29:57
0fd1ec77-7604-4432-97a6-1a34e8f26467,vpn-prod-0147,network,541cbcda-42b7-490b-83b8-1e60396f364d,Network for vpn workload,production,open,1.0,10.235.8.32,vpn-prod-0147.internal.example.com,,6,31,174,GCP,europe-west1,125.46,degraded,2026-01-31 11:37:28,2025-07-25 13:34:13,2025-08-22 13:34:13
220235ac-1664-4bf4-ab9a-3a5e780fff50,s3-dr-0148,storage,,Storage for s3 workload,dr,open,1.0,10.184.128.22,s3-dr-0148.internal.example.com,,3,28,20783,On-Premise,dc-west,1515.01,healthy,2026-01-31 10:50:28,2025-04-22 21:47:04,2025-06-02 21:47:04
4e4a0b9f-3a53-4c2c-823c-d92a1e871904,auth-prod-0149,application,1b317d1b-9bdd-4c2b-bffa-5e53d04b6c26,Application for auth workload,production,open,1.0,10.115.227.3,auth-prod-0149.internal.example.com,,13,10,50,GCP,us-east1,139.5,healthy,2026-01-31 11:26:28,2025-05-21 05:10:04,2025-07-12 05:10:04
397d583b-3182-4e0a-a259-a59b5d305660,redis-deve-0150,database,1b317d1b-9bdd-4c2b-bffa-5e53d04b6c26,Database for redis workload,development,open,8.0,10.153.70.98,redis-deve-0150.internal.example.com,,54,444,2178,On-Premise,dc-east,1152.06,healthy,2026-01-31 10:59:28,2025-03-24 23:12:59,2025-05-18 23:12:59
5396b87f-69d5-49d0-8991-08349380bd98,reporting-dr-0151,application,f9c1269b-0495-436f-b7f9-ba6e77ec6bda,Application for reporting workload,dr,open,1.0,10.77.210.158,reporting-dr-0151.internal.example.com,,11,45,134,Azure,eastus,202.73,healthy,2026-01-31 10:52:28,2025-09-14 00:35:38,2025-09-27 00:35:38
885fe480-b61e-45e5-a039-d73240d9206a,mysql-prod-0152,database,3630dfb9-c14d-4f28-a4f2-4de2fc2c434a,Database for mysql workload,production,open,8.0,10.127.145.200,mysql-prod-0152.internal.example.com,,28,437,2790,AWS,ap-southeast-1,1433.0,degraded,2026-01-31 11:46:28,2025-06-06 21:53:30,2025-07-30 21:53:30
9f0ae9df-e036-4441-806b-93559c1eb053,nlb-stag-0153,load_balancer,0ab6f5c5-ff64-4df7-9fb8-1a2df130551f,Load Balancer for nlb workload,staging,open,1.0,10.255.36.136,nlb-stag-0153.internal.example.com,,16,58,111,Azure,southeastasia,272.75,degraded,2026-01-31 11:47:28,2025-10-12 01:51:26,2025-11-04 01:51:26
6163938c-bc64-4e42-ba65-41e07480bde6,redis-prod-0154,cache,dfee32ff-83a9-4f98-b35e-f6ec754fd1e6,Cache for redis workload,production,open,6.0,10.7.134.56,redis-prod-0154.internal.example.com,,16,76,444,On-Premise,dc-eu,249.48,healthy,2026-01-31 11:44:28,2025-03-09 12:24:55,2025-05-08 12:24:55
d4f78d5c-f7c7-4254-84f4-f0c35cb5ca65,sqs-deve-0155,message_queue,1b317d1b-9bdd-4c2b-bffa-5e53d04b6c26,Message Queue for sqs workload,development,open,3.11,10.158.40.131,sqs-deve-0155.internal.example.com,,14,42,650,On-Premise,dc-asia,202.3,degraded,2026-01-31 10:56:28,2025-12-12 17:22:00,2025-12-21 17:22:00
af7308a2-f409-471d-90ab-51431150cea6,docker-host-prod-0156,container,8187278d-5d57-4ddc-9876-8c1f5b01debf,Container for docker-host workload,production,in_progress,1.28,10.59.232.157,docker-host-prod-0156.internal.example.com,,62,93,318,AWS,eu-west-1,837.8,healthy,2026-01-31 11:28:28,2025-06-05 14:56:48,2025-07-17 14:56:48
a762ae60-ba9f-4dc0-b2c3-a5fe6de5dff8,auth-prod-0157,application,9e0f8d3a-b07a-4be3-8cea-977f89543359,Application for auth workload,production,open,1.0,10.137.60.198,auth-prod-0157.internal.example.com,,10,37,450,Azure,eastus,208.05,degraded,2026-01-31 11:26:28,2025-06-12 17:53:12,2025-08-02 17:53:12
a762eb0b-9e18-4ff8-b23d-82a8d0777a7c,sqs-stag-0158,message_queue,ad376f29-742f-47ef-8cc6-6deccdeaa394,Message Queue for sqs workload,staging,open,3.11,10.130.52.229,sqs-stag-0158.internal.example.com,,9,11,611,GCP,us-central1,155.79,healthy,2026-01-31 11:01:28,2025-11-17 17:53:01,2025-11-24 17:53:01
d14812cb-caa4-432b-a7b0-0975766db33e,dns-prod-0159,network,9e0f8d3a-b07a-4be3-8cea-977f89543359,Network for dns workload,production,open,1.0,10.214.114.83,dns-prod-0159.internal.example.com,,5,8,95,AWS,us-west-2,75.5,healthy,2026-01-31 10:49:28,2025-02-19 07:56:13,2025-04-06 07:56:13
914824f8-fab7-4a3c-a6e5-c961900b5acc,memcached-test-0160,cache,eab1fa5b-ffa4-4067-bcce-6ce998814034,Cache for memcached workload,testing,closed,6.0,10.35.238.222,memcached-test-0160.internal.example.com,,4,38,164,GCP,us-central1,119.16,healthy,2026-01-31 10:53:28,2025-10-22 13:28:47,2025-11-10 13:28:47
