incident_id,incident_number,title,description,severity,priority,status,affected_ci_id,affected_service_id,category,subcategory,impact_scope,reported_by,assigned_to,assignment_group,created_at,acknowledged_at,resolved_at,closed_at,resolution_time_minutes,sla_breached,is_major_incident
7624ea76-4b7f-434d-a817-fb38b6362f71,INC0000063,DNS resolution failure - nfs-test-0054,DNS resolution failure detected on nfs-test-0054. Impact: network related issue affecting service availability.,high,P2,closed,b3736eb9-b219-4e71-85b8-f6a773af7465,7fa559bc-2833-4dcf-ac5b-1e2401d09160,Network,DNS resolution failure,limited,Sarah Johnson,Emily Davis,Security Operations,2025-12-03 12:42:19,2025-12-03 14:33:19,2025-12-03 17:15:19,2025-12-04 22:15:19,273,false,false
019b911e-26a3-4577-81f4-87585f5c21de,INC0000064,Connectivity issues - docker-host-stag-0225,Connectivity issues detected on docker-host-stag-0225. Impact: availability related issue affecting service availability.,medium,P3,closed,4b083293-f042-4d73-9ff4-8b93c27cc574,eab1fa5b-ffa4-4067-bcce-6ce998814034,Availability,Connectivity issues,localized,John Smith,Lisa Anderson,Database Operations,2026-01-20 10:16:40,2026-01-20 10:36:40,2026-01-20 14:12:40,2026-01-21 00:12:40,236,true,false
1141450b-95fc-4671-8e0d-7a80b2d26b88,INC0000065,Partial outage - auth-prod-0149,Partial outage detected on auth-prod-0149. Impact: availability related issue affecting service availability.,low,P4,closed,4e4a0b9f-3a53-4c2c-823c-d92a1e871904,1b317d1b-9bdd-4c2b-bffa-5e53d04b6c26,Availability,Partial outage,localized,Robert Taylor,Daniel Harris,DevOps,2025-10-17 15:26:57,2025-10-17 16:46:57,2025-10-17 19:53:57,2025-10-18 19:53:57,267,true,false
ceb2cd7d-602f-4025-b7e8-b2e59d672756,INC0000066,Storage full - redis-stag-0146,Storage full detected on redis-stag-0146. Impact: data related issue affecting service availability.,low,P4,in_progress,5b789c9e-db0c-405f-b686-5fe0e7771dc9,9c1bf4ca-cf8a-451e-a0a4-3af8f7f10f65,Data,Storage full,limited,John Smith,Amanda White,Platform Engineering,2025-11-29 16:10:53,2025-11-29 17:27:53,,,,false,false
0fb4f2c4-ef5c-4fd1-8320-72af09fc2316,INC0000067,Routing issues - mongodb-deve-0182,Routing issues detected on mongodb-deve-0182. Impact: network related issue affecting service availability.,low,P4,closed,a77b59bc-6f0e-4228-b498-868376945ea5,,Network,Routing issues,limited,John Smith,Lisa Anderson,Application Support,2025-09-09 04:50:37,2025-09-09 06:47:37,2025-09-09 11:15:37,2025-09-10 17:15:37,385,true,false
c7e1a586-1f6f-40f9-9792-9e23195ffe73,INC0000068,Connectivity issues - Unknown CI,Connectivity issues detected on infrastructure. Impact: availability related issue affecting service availability.,medium,P3,closed,,,Availability,Connectivity issues,localized,David Wilson,Jessica Garcia,Customer Experience,2025-12-17 02:01:47,2025-12-17 03:11:47,2025-12-17 02:48:47,2025-12-17 14:48:47,47,false,false
f3b0ccae-6b3d-458a-a76b-c21fbb9cf479,INC0000069,Connectivity issues - docker-host-prod-0156,Connectivity issues detected on docker-host-prod-0156. Impact: availability related issue affecting service availability.,medium,P3,closed,af7308a2-f409-471d-90ab-51431150cea6,8187278d-5d57-4ddc-9876-8c1f5b01debf,Availability,Connectivity issues,limited,Laura Clark,Lisa Anderson,Customer Experience,2025-11-12 14:17:28,2025-11-12 16:09:28,2025-11-12 20:02:28,2025-11-14 03:02:28,345,true,false
491aaec4-441c-402b-81c3-956d56d8bcdc,INC0000070,Thread deadlock - lambda-prod-0166,Thread deadlock detected on lambda-prod-0166. Impact: application related issue affecting service availability.,low,P4,closed,cd37e02c-0d67-4718-a223-55740397bab4,5dde88a6-aa1b-4250-9502-369757c5ad99,Application,Thread deadlock,limited,Michael Chen,Sarah Johnson,Platform Engineering,2026-01-02 08:57:04,2026-01-02 09:46:04,2026-01-02 14:11:04,2026-01-04 06:11:04,314,true,false
cd1adb8d-910a-49f1-8bed-6e71b91a2267,INC0000071,Slow response - mongodb-stag-0244,Slow response detected on mongodb-stag-0244. Impact: performance related issue affecting service availability.,low,P4,in_progress,ae268222-887b-4a35-addd-188080d29c67,0b86f888-18fa-41d7-9f06-8e24157e707a,Performance,Slow response,localized,Jennifer Martinez,Emily Davis,Database Operations,2025-10-25 20:14:15,2025-10-25 21:57:15,,,,false,false
586c7ad3-4e1c-4dc9-956e-c934638a5b39,INC0000072,Data corruption - haproxy-stag-0129,Data corruption detected on haproxy-stag-0129. Impact: data related issue affecting service availability.,low,P4,resolved,51433cfe-b9a1-4192-8f3b-029eae9e262a,3630dfb9-c14d-4f28-a4f2-4de2fc2c434a,Data,Data corruption,widespread,Kevin Thompson,Jessica Garcia,Customer Experience,2025-09-02 13:10:12,2025-09-02 15:03:12,2025-09-02 19:48:12,,398,true,false
674e474c-19e6-4ac3-976b-9206e23a23fc,INC0000073,Connectivity issues - batch-stag-0231,Connectivity issues detected on batch-stag-0231. Impact: availability related issue affecting service availability.,low,P4,open,b1490d08-7145-47ab-b2cf-fd1861aa61f7,7fa559bc-2833-4dcf-ac5b-1e2401d09160,Availability,Connectivity issues,localized,James Brown,James Brown,Security Operations,2025-11-08 16:39:28,,,,,false,false
f487df6a-dbea-4367-ae1c-3ef556e9e4be,INC0000074,Partial outage - varnish-prod-0223,Partial outage detected on varnish-prod-0223. Impact: availability related issue affecting service availability.,medium,P3,closed,68ed92a2-cecd-4396-8f7d-022a501860d9,dfee32ff-83a9-4f98-b35e-f6ec754fd1e6,Availability,Partial outage,localized,Emily Davis,James Brown,Platform Engineering,2025-12-17 18:48:32,2025-12-17 19:04:32,2025-12-18 00:01:32,2025-12-18 02:01:32,313,false,false
75ccb332-27cc-4a8d-8cd7-63c5773e5cf2,INC0000075,Brute force attempt - ceph-prod-0037,Brute force attempt detected on ceph-prod-0037. Impact: security related issue affecting service availability.,low,P4,closed,cab96c00-b6a3-4909-9176-6d0efba398d0,fa8b3d62-d044-4c49-8ca7-4efaa127c730,Security,Brute force attempt,localized,Laura Clark,James Brown,Network Operations,2025-10-30 18:33:16,2025-10-30 20:05:16,2025-10-31 01:01:16,2025-11-02 00:01:16,388,false,false
1e85a67d-d14b-4c73-863c-2d8cd49b7e03,INC0000076,Vulnerability detected - appservice-stag-0287,Vulnerability detected detected on appservice-stag-0287. Impact: security related issue affecting service availability.,medium,P3,resolved,e81fb4ee-ae35-4597-8741-47d76014a918,8e1c81ff-9d7e-446d-849f-8ac123da8bef,Security,Vulnerability detected,localized,Daniel Harris,Michael Chen,Customer Experience,2025-09-08 14:15:10,2025-09-08 15:16:10,2025-09-08 18:08:10,,233,false,false
1b576a4b-5607-430e-af07-ddeac7c98e4d,INC0000077,Unauthorized access - payment-deve-0119,Unauthorized access detected on payment-deve-0119. Impact: security related issue affecting service availability.,high,P2,closed,81199b18-9e70-4cb1-9c73-46f498479de1,,Security,Unauthorized access,widespread,Amanda White,Robert Taylor,DevOps,2025-08-18 09:42:26,2025-08-18 10:56:26,2025-08-18 12:46:26,2025-08-18 14:46:26,184,false,false
8c9466cb-dcb4-4d44-a74f-d3a88bd52f77,INC0000078,Connectivity issues - appservice-deve-0295,Connectivity issues detected on appservice-deve-0295. Impact: availability related issue affecting service availability.,low,P4,open,50cfc81d-673a-4356-8bbb-42cab3870ae3,3630dfb9-c14d-4f28-a4f2-4de2fc2c434a,Availability,Connectivity issues,localized,Amanda White,Daniel Harris,Customer Experience,2025-10-05 06:39:31,,,,,false,false
2e6c78f9-df01-484e-a089-656bad9c31f7,INC0000079,Resource exhaustion - Unknown CI,Resource exhaustion detected on infrastructure. Impact: performance related issue affecting service availability.,high,P2,closed,,,Performance,Resource exhaustion,limited,Robert Taylor,James Brown,Application Support,2025-10-11 11:35:28,2025-10-11 11:43:28,2025-10-11 12:06:28,2025-10-12 10:06:28,31,false,false
8ee3d93d-8152-4879-b370-5b8be9fa5400,INC0000080,Connectivity issues - Unknown CI,Connectivity issues detected on infrastructure. Impact: availability related issue affecting service availability.,low,P4,open,,,Availability,Connectivity issues,widespread,Laura Clark,Michael Chen,Customer Experience,2026-01-20 14:04:37,,,,,false,false
453f8785-1e15-4a11-b418-94f7b9eae0ac,INC0000081,Timeout errors - Unknown CI,Timeout errors detected on infrastructure. Impact: performance related issue affecting service availability.,low,P4,closed,,,Performance,Timeout errors,localized,Laura Clark,David Wilson,Security Operations,2025-11-19 09:35:08,2025-11-19 11:14:08,2025-11-19 15:03:08,2025-11-19 21:03:08,328,true,false
e925790e-a4ad-43ce-9fad-0e8151ec6443,INC0000082,Replication lag - nfs-test-0221,Replication lag detected on nfs-test-0221. Impact: data related issue affecting service availability.,low,P4,in_progress,7bbced6b-b6ff-42cf-b99a-c9ad8e305c2c,6284d7b3-c605-4370-93f9-97ab0da34b42,Data,Replication lag,widespread,John Smith,Sarah Johnson,Platform Engineering,2025-12-04 22:51:17,2025-12-05 00:36:17,,,,false,false
e6be1e22-e70c-4eb1-aecb-b6f7a5d4a088,INC0000083,Routing issues - nfs-test-0010,Routing issues detected on nfs-test-0010. Impact: network related issue affecting service availability.,low,P4,closed,45b3a6c3-b60e-4c63-b36f-2c3a6b849a7d,8187278d-5d57-4ddc-9876-8c1f5b01debf,Network,Routing issues,localized,David Wilson,Michelle Robinson,DevOps,2025-12-24 05:21:47,2025-12-24 05:32:47,2025-12-24 08:54:47,2025-12-25 09:54:47,213,false,false
34c17c3b-f101-4457-a07a-cad917624bc4,INC0000084,Timeout errors - haproxy-prod-0176,Timeout errors detected on haproxy-prod-0176. Impact: performance related issue affecting service availability.,medium,P3,in_progress,b6a78847-afbe-458d-8598-8b24a8aec9a3,,Performance,Timeout errors,widespread,Michael Chen,John Smith,Network Operations,2025-11-23 13:55:00,2025-11-23 14:30:00,,,,false,false
4c766d28-ee59-40b9-af1b-60d79f6fc798,INC0000085,DNS resolution failure - Unknown CI,DNS resolution failure detected on infrastructure. Impact: network related issue affecting service availability.,medium,P3,closed,,,Network,DNS resolution failure,widespread,David Wilson,Kevin Thompson,Database Operations,2025-08-07 20:54:25,2025-08-07 22:43:25,2025-08-07 21:38:25,2025-08-08 02:38:25,44,false,false
1d9de6ac-4c91-45ef-bbbb-1dc0d3ae2f4b,INC0000086,Packet loss - Unknown CI,Packet loss detected on infrastructure. Impact: network related issue affecting service availability.,medium,P3,resolved,,,Network,Packet loss,localized,Emily Davis,Michael Chen,Cloud Infrastructure,2025-09-07 09:52:33,2025-09-07 10:47:33,2025-09-07 14:12:33,,260,true,false
b23546f7-64b4-46be-86f0-b39bea67632b,INC0000087,Backup failure - vpn-prod-0113,Backup failure detected on vpn-prod-0113. Impact: data related issue affecting service availability.,medium,P3,closed,821d2685-c5c3-4885-aed5-764fb5c1aeaa,3630dfb9-c14d-4f28-a4f2-4de2fc2c434a,Data,Backup failure,limited,Jennifer Martinez,Robert Taylor,Application Support,2025-11-25 22:49:45,2025-11-25 23:40:45,2025-11-26 05:43:45,2025-11-27 17:43:45,414,true,false
ceba0775-be3e-4fde-84fd-aaf67bab38ed,INC0000088,Timeout errors - Unknown CI,Timeout errors detected on infrastructure. Impact: performance related issue affecting service availability.,low,P4,closed,,,Performance,Timeout errors,widespread,David Wilson,Jennifer Martinez,Security Operations,2026-02-01 10:26:57,2026-02-01 11:33:57,2026-02-01 13:04:57,2026-02-01 19:04:57,158,false,false
84e1c7e8-8740-4e09-b54e-84f0f0b8a281,INC0000089,Certificate expired - alb-stag-0121,Certificate expired detected on alb-stag-0121. Impact: security related issue affecting service availability.,low,P4,in_progress,1ac5c77a-1ecd-4c79-9153-48bfb8fe9d1e,ee0ab07b-68f0-4e1e-b88f-9ceeb03e83c7,Security,Certificate expired,limited,Emily Davis,John Smith,SRE,2026-01-30 03:50:16,2026-01-30 05:18:16,,,,false,false
090ee4a2-a5cb-436b-8a2d-49e39f207e4e,INC0000090,Routing issues - f5-prod-0044,Routing issues detected on f5-prod-0044. Impact: network related issue affecting service availability.,low,P4,resolved,5e1f3821-5a10-40ba-9046-b910d843cd5c,9c1bf4ca-cf8a-451e-a0a4-3af8f7f10f65,Network,Routing issues,limited,Laura Clark,John Smith,DevOps,2025-08-19 21:58:09,2025-08-19 23:52:09,2025-08-20 03:25:09,,327,false,false
ebcf9b37-f9d2-4e66-a5bd-7f3b2148bd95,INC0000091,Failover triggered - nfs-test-0221,Failover triggered detected on nfs-test-0221. Impact: availability related issue affecting service availability.,medium,P3,open,7bbced6b-b6ff-42cf-b99a-c9ad8e305c2c,6284d7b3-c605-4370-93f9-97ab0da34b42,Availability,Failover triggered,localized,Amanda White,Sarah Johnson,Data Engineering,2025-12-18 13:42:37,,,,,false,false
3d2e57f4-617e-4586-9afe-fc1bf32d16d2,INC0000092,Bandwidth saturation - Unknown CI,Bandwidth saturation detected on infrastructure. Impact: network related issue affecting service availability.,low,P4,closed,,,Network,Bandwidth saturation,limited,Michelle Robinson,Michelle Robinson,Platform Engineering,2025-10-11 09:19:26,2025-10-11 09:51:26,2025-10-11 16:01:26,2025-10-11 18:01:26,402,true,false
bb21e7d4-60f6-4c92-aa32-684f662506a8,INC0000093,Thread deadlock - web-prod-0274,Thread deadlock detected on web-prod-0274. Impact: application related issue affecting service availability.,low,P4,closed,25f82df2-f9fe-4249-8aa4-e2b57bea8eed,5dde88a6-aa1b-4250-9502-369757c5ad99,Application,Thread deadlock,localized,Robert Taylor,Lisa Anderson,DevOps,2025-12-01 03:14:20,2025-12-01 04:32:20,2025-12-01 09:37:20,2025-12-02 22:37:20,383,true,false
7cb3d412-124e-4033-9558-a26f6211fe68,INC0000094,Partial outage - Unknown CI,Partial outage detected on infrastructure. Impact: availability related issue affecting service availability.,medium,P3,closed,,,Availability,Partial outage,limited,Christopher Lee,Daniel Harris,Platform Engineering,2025-10-14 21:47:53,2025-10-14 22:02:53,2025-10-15 00:09:53,2025-10-16 11:09:53,142,false,false
144c66ce-cf07-4439-9e54-1163b3793c3e,INC0000095,Thread deadlock - activemq-deve-0007,Thread deadlock detected on activemq-deve-0007. Impact: application related issue affecting service availability.,low,P4,resolved,00a96c81-450f-40cf-8952-ec2c2a2fde41,f24639db-705d-4ac1-a0be-3de9c28ea784,Application,Thread deadlock,limited,Robert Taylor,Lisa Anderson,SRE,2025-09-04 22:58:53,2025-09-05 00:15:53,2025-09-05 04:51:53,,353,true,false
3007c3de-0c81-4d09-954d-0e178fead565,INC0000096,Data corruption - Unknown CI,Data corruption detected on infrastructure. Impact: data related issue affecting service availability.,medium,P3,resolved,,,Data,Data corruption,widespread,Michelle Robinson,Sarah Johnson,Customer Experience,2025-12-05 11:01:38,2025-12-05 12:54:38,2025-12-05 16:00:38,,299,true,false
724cdb16-5450-43c3-9e8c-67435cff2200,INC0000097,Bandwidth saturation - Unknown CI,Bandwidth saturation detected on infrastructure. Impact: network related issue affecting service availability.,low,P4,resolved,,,Network,Bandwidth saturation,limited,Robert Taylor,Laura Clark,Database Operations,2025-11-24 18:21:15,2025-11-24 18:59:15,2025-11-25 01:08:15,,407,true,false
21de90e7-d78a-4984-bd55-81469510b828,INC0000098,DNS resolution failure - worker-test-0020,DNS resolution failure detected on worker-test-0020. Impact: network related issue affecting service availability.,medium,P3,in_progress,42f1a97a-01e6-47b4-9089-582e3a478b74,a5f8b430-fb1f-4c8b-b042-5fe74b8fada9,Network,DNS resolution failure,limited,Christopher Lee,Sarah Johnson,Data Engineering,2025-09-21 06:15:24,2025-09-21 08:10:24,,,,false,false
d2df70db-67ab-4b80-8645-1666161cfe5d,INC0000099,Thread deadlock - Unknown CI,Thread deadlock detected on infrastructure. Impact: application related issue affecting service availability.,low,P4,open,,,Application,Thread deadlock,localized,Sarah Johnson,Jennifer Martinez,Application Support,2025-08-09 00:40:20,,,,,false,false
3cf8491e-16b6-490f-a37b-3e30538572aa,INC0000100,Slow response - k8s-node-prod-0167,Slow response detected on k8s-node-prod-0167. Impact: performance related issue affecting service availability.,high,P2,closed,18fd172f-3199-43dc-8b66-5da9cc302f61,0ab6f5c5-ff64-4df7-9fb8-1a2df130551f,Performance,Slow response,limited,Michael Chen,Michelle Robinson,Security Operations,2025-12-29 01:19:42,2025-12-29 03:10:42,2025-12-29 08:35:42,2025-12-31 04:35:42,436,true,false
c2fef95c-ea6b-43a9-9dbb-623337ae1c0e,INC0000101,Vulnerability detected - Unknown CI,Vulnerability detected detected on infrastructure. Impact: security related issue affecting service availability.,high,P2,resolved,,,Security,Vulnerability detected,localized,John Smith,Lisa Anderson,Application Support,2026-01-18 01:27:02,2026-01-18 02:32:02,2026-01-18 04:12:02,,165,false,false
ff63ddef-c082-4f0e-9422-621cc3a237f9,INC0000102,DNS resolution failure - sqs-dr-0109,DNS resolution failure detected on sqs-dr-0109. Impact: network related issue affecting service availability.,critical,P1,closed,b7cf1f58-a41d-4bb8-b6f2-bf71a28e2b0f,,Network,DNS resolution failure,localized,Jessica Garcia,James Brown,DevOps,2025-10-24 06:24:19,2025-10-24 08:00:19,2025-10-24 13:18:19,2025-10-26 13:18:19,414,true,false
30deb644-bffa-4cad-8b9c-0e51c9c829a3,INC0000103,Data corruption - Unknown CI,Data corruption detected on infrastructure. Impact: data related issue affecting service availability.,critical,P1,closed,,,Data,Data corruption,localized,Michelle Robinson,Emily Davis,Data Engineering,2025-10-01 08:23:36,2025-10-01 09:32:36,2025-10-01 13:32:36,2025-10-03 06:32:36,309,true,false
cc03c5bd-ded9-4ef9-99d7-038c5ff0fe1c,INC0000104,Routing issues - notification-deve-0100,Routing issues detected on notification-deve-0100. Impact: network related issue affecting service availability.,low,P4,closed,9a0c4139-b430-4d25-bc28-f29889ea9666,c5bcb10b-185b-4c44-a597-6ced6cba68fe,Network,Routing issues,limited,Jennifer Martinez,Kevin Thompson,Application Support,2025-12-29 22:28:40,2025-12-29 23:04:40,2025-12-30 01:31:40,2025-12-30 17:31:40,183,false,false
e709d231-11ca-475e-b37b-a2565882ee60,INC0000105,Failover triggered - redis-deve-0210,Failover triggered detected on redis-deve-0210. Impact: availability related issue affecting service availability.,low,P4,in_progress,7beb4a07-02dc-42d7-9e5f-91b42094973d,7f62fecd-2388-45ac-b906-de6be5343086,Availability,Failover triggered,localized,Michael Chen,Jessica Garcia,SRE,2025-11-04 14:42:33,2025-11-04 15:32:33,,,,false,false
01509123-ebb0-4aca-88bf-1a8555d5093a,INC0000106,Replication lag - lambda-deve-0065,Replication lag detected on lambda-deve-0065. Impact: data related issue affecting service availability.,low,P4,resolved,3511cf54-07cb-43ed-ace8-a27c1b0ae95f,eddf2c15-98d6-47b7-8dcc-5836e6fc0014,Data,Replication lag,limited,David Wilson,Robert Taylor,Security Operations,2025-12-19 20:43:33,2025-12-19 22:27:33,2025-12-20 04:43:33,,480,true,false
0bc1dbcc-ebe3-43b7-bc52-d7a96cf3ed07,INC0000107,Storage full - nlb-prod-0076,Storage full detected on nlb-prod-0076. Impact: data related issue affecting service availability.,medium,P3,in_progress,dba368ad-3cc8-4caf-96bf-0ab25c3c5aaa,3fa0669e-f615-46f6-a5a6-1bce70f24056,Data,Storage full,widespread,Lisa Anderson,Kevin Thompson,Platform Engineering,2025-12-30 05:48:03,2025-12-30 07:13:03,,,,false,false
311144bb-532c-446d-81f9-3ded8c6f91fa,INC0000108,Routing issues - lambda-deve-0065,Routing issues detected on lambda-deve-0065. Impact: network related issue affecting service availability.,high,P2,resolved,3511cf54-07cb-43ed-ace8-a27c1b0ae95f,eddf2c15-98d6-47b7-8dcc-5836e6fc0014,Network,Routing issues,widespread,Michael Chen,David Wilson,Data Engineering,2025-08-13 03:30:55,2025-08-13 03:38:55,2025-08-13 09:38:55,,368,false,false
83799962-e578-4565-9e0a-8c82684b9075,INC0000109,Backup failure - dns-test-0286,Backup failure detected on dns-test-0286. Impact: data related issue affecting service availability.,low,P4,closed,436f3d64-ef8c-40c3-9341-3d7ed7f0cd15,0ab6f5c5-ff64-4df7-9fb8-1a2df130551f,Data,Backup failure,localized,Emily Davis,Sarah Johnson,Cloud Infrastructure,2025-10-04 22:29:23,2025-10-04 22:49:23,2025-10-05 01:36:23,2025-10-05 23:36:23,187,true,false
e1cfc3ee-73db-477b-a2fa-926f81aba548,INC0000110,Storage full - appservice-stag-0224,Storage full detected on appservice-stag-0224. Impact: data related issue affecting service availability.,low,P4,resolved,f4ff1e8e-7197-4752-b1e9-cae2cb64a054,9ce9f7de-26d1-44ff-a36f-b76bcde19def,Data,Storage full,localized,Lisa Anderson,Michael Chen,Database Operations,2025-10-18 05:10:43,2025-10-18 06:44:43,2025-10-18 06:33:43,,83,false,false
dfe21609-21fc-4507-8af9-a0210ce63883,INC0000111,Brute force attempt - docker-host-stag-0225,Brute force attempt detected on docker-host-stag-0225. Impact: security related issue affecting service availability.,low,P4,closed,4b083293-f042-4d73-9ff4-8b93c27cc574,eab1fa5b-ffa4-4067-bcce-6ce998814034,Security,Brute force attempt,widespread,Jennifer Martinez,Amanda White,SRE,2025-09-19 06:19:40,2025-09-19 07:56:40,2025-09-19 11:35:40,2025-09-20 05:35:40,316,true,false
53cfbee0-4508-459d-9019-af759e8e4efd,INC0000112,Routing issues - nginx-deve-0197,Routing issues detected on nginx-deve-0197. Impact: network related issue affecting service availability.,medium,P3,closed,e4d0d5e9-0948-400c-b30e-2f7241066ea1,3fa0669e-f615-46f6-a5a6-1bce70f24056,Network,Routing issues,localized,James Brown,Michelle Robinson,Data Engineering,2025-10-24 18:18:13,2025-10-24 18:41:13,2025-10-24 18:54:13,2025-10-26 18:54:13,36,true,false
dddf79ff-7f90-4439-b27c-c954d972a910,INC0000113,Unauthorized access - elasticsearch-prod-0085,Unauthorized access detected on elasticsearch-prod-0085. Impact: security related issue affecting service availability.,medium,P3,closed,d5d770a3-c85f-4af3-9210-a422df9135be,0b86f888-18fa-41d7-9f06-8e24157e707a,Security,Unauthorized access,widespread,Lisa Anderson,Amanda White,Security Operations,2025-09-03 22:17:16,2025-09-03 22:57:16,2025-09-04 02:41:16,2025-09-05 07:41:16,264,false,false
85dcf035-5647-47f3-a8de-3b4cc6badf45,INC0000114,Connectivity issues - elasticsearch-stag-0106,Connectivity issues detected on elasticsearch-stag-0106. Impact: availability related issue affecting service availability.,low,P4,closed,e941457f-cc1f-402f-9214-49513aec3cb9,,Availability,Connectivity issues,localized,Sarah Johnson,James Brown,Platform Engineering,2025-12-24 06:19:44,2025-12-24 08:00:44,2025-12-24 08:00:44,2025-12-24 10:00:44,101,false,false
984d3db6-e3d0-4481-a34b-12ae65e39de6,INC0000115,Certificate expired - k8s-node-prod-0293,Certificate expired detected on k8s-node-prod-0293. Impact: security related issue affecting service availability.,medium,P3,closed,754ff9c8-947e-40b0-a868-92164576adca,fa8b3d62-d044-4c49-8ca7-4efaa127c730,Security,Certificate expired,limited,Emily Davis,Emily Davis,SRE,2025-11-22 04:00:12,2025-11-22 05:11:12,2025-11-22 05:19:12,2025-11-23 11:19:12,79,false,false
5a79a742-5d91-47de-b9ee-145e9b452b06,INC0000116,High latency - Unknown CI,High latency detected on infrastructure. Impact: performance related issue affecting service availability.,low,P4,resolved,,,Performance,High latency,widespread,Jennifer Martinez,Michael Chen,Application Support,2026-01-22 16:02:52,2026-01-22 16:52:52,2026-01-22 23:08:52,,426,true,false
e22a68b1-b1cc-4132-bad0-e14628a91c61,INC0000117,Data corruption - router-prod-0162,Data corruption detected on router-prod-0162. Impact: data related issue affecting service availability.,high,P2,resolved,11e25686-a67e-41ef-b460-f7ff4a084cf2,9e0f8d3a-b07a-4be3-8cea-977f89543359,Data,Data corruption,localized,Christopher Lee,James Brown,Data Engineering,2025-08-14 03:35:11,2025-08-14 03:52:11,2025-08-14 09:51:11,,376,true,false
18c206c3-4ab2-43c5-8855-46e77072680c,INC0000118,Slow response - nginx-test-0193,Slow response detected on nginx-test-0193. Impact: performance related issue affecting service availability.,low,P4,closed,a14e7873-9d59-4476-b927-6676a2340a25,9ce9f7de-26d1-44ff-a36f-b76bcde19def,Performance,Slow response,limited,Lisa Anderson,Laura Clark,Security Operations,2025-09-29 18:55:55,2025-09-29 19:33:55,2025-09-29 23:10:55,2025-09-30 09:10:55,255,false,false
15f8158a-be7e-46e6-8e3d-7117a2aeea97,INC0000119,High latency - activemq-dr-0035,High latency detected on activemq-dr-0035. Impact: performance related issue affecting service availability.,high,P2,closed,7a9c55f7-fdf9-4f8d-be48-5f1435aa3c4c,,Performance,High latency,widespread,Sarah Johnson,Michelle Robinson,Security Operations,2025-12-08 08:06:51,2025-12-08 09:29:51,2025-12-08 10:07:51,2025-12-10 08:07:51,121,false,false
cea30c13-d0f2-4675-b03b-6e45ffe58c8a,INC0000120,Connectivity issues - ceph-stag-0093,Connectivity issues detected on ceph-stag-0093. Impact: availability related issue affecting service availability.,low,P4,closed,ebcf4a2e-867d-411b-bb85-20eaca678a82,,Availability,Connectivity issues,limited,Laura Clark,Daniel Harris,Customer Experience,2025-10-19 20:15:02,2025-10-19 22:12:02,2025-10-19 22:59:02,2025-10-21 17:59:02,164,false,false
aaccb26e-15b2-42ac-856c-011ff16b3c3c,INC0000121,High latency - s3-dr-0148,High latency detected on s3-dr-0148. Impact: performance related issue affecting service availability.,medium,P3,resolved,220235ac-1664-4bf4-ab9a-3a5e780fff50,,Performance,High latency,localized,Michelle Robinson,Emily Davis,Database Operations,2025-11-20 04:05:19,2025-11-20 04:51:19,2025-11-20 06:26:19,,141,false,false
d043c027-6b34-4316-baa1-473639129cc5,INC0000122,Timeout errors - kafka-stag-0066,Timeout errors detected on kafka-stag-0066. Impact: performance related issue affecting service availability.,medium,P3,resolved,954d3478-f911-4375-ab46-1ce16e93db18,9fee8601-d9ae-4a80-8221-605196634a7b,Performance,Timeout errors,localized,Jennifer Martinez,John Smith,Security Operations,2025-12-06 05:37:05,2025-12-06 06:58:05,2025-12-06 09:22:05,,225,false,false
fbce5fe9-15fb-403e-b049-fa5449bdb6f6,INC0000123,Data corruption - lambda-prod-0166,Data corruption detected on lambda-prod-0166. Impact: data related issue affecting service availability.,medium,P3,in_progress,cd37e02c-0d67-4718-a223-55740397bab4,5dde88a6-aa1b-4250-9502-369757c5ad99,Data,Data corruption,limited,Kevin Thompson,Michelle Robinson,DevOps,2025-10-09 23:22:18,2025-10-10 00:19:18,,,,false,false
89db1cec-bc75-4caf-a229-259448ded1b6,INC0000124,Replication lag - s3-test-0024,Replication lag detected on s3-test-0024. Impact: data related issue affecting service availability.,medium,P3,open,532a948e-78e9-4396-b121-35c45f48c2ee,e62f6318-4753-4bd5-8bd7-54a1f6528b9b,Data,Replication lag,limited,Jennifer Martinez,Lisa Anderson,Data Engineering,2025-10-22 04:06:20,,,,,false,false
a949e2aa-ba05-47bb-bf1e-9f1ccc770e26,INC0000125,Bandwidth saturation - k8s-node-deve-0277,Bandwidth saturation detected on k8s-node-deve-0277. Impact: network related issue affecting service availability.,medium,P3,closed,f00cc1e9-771d-4d82-a926-94856a95e4db,ee0ab07b-68f0-4e1e-b88f-9ceeb03e83c7,Network,Bandwidth saturation,localized,Christopher Lee,Jessica Garcia,Data Engineering,2025-08-09 12:34:35,2025-08-09 14:21:35,2025-08-09 16:03:35,2025-08-09 22:03:35,209,false,false
5da278e2-0a8f-422a-9dc9-a0e4df808268,INC0000126,Connectivity issues - proxy-prod-0081,Connectivity issues detected on proxy-prod-0081. Impact: availability related issue affecting service availability.,high,P2,open,80944ccf-f3dc-423d-a15f-97dcf0fe291a,7fa559bc-2833-4dcf-ac5b-1e2401d09160,Availability,Connectivity issues,localized,Jennifer Martinez,Amanda White,Database Operations,2025-12-20 02:12:30,,,,,false,false
